2023 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2024),2023 Passengers (10% sample)
346,INL,Falls International Einarson Field,International Falls,MN,484.68,559.96,511
347,APN,Alpena County Regional,Alpena,MI,531.73,614.32,506
348,SLN,Salina Regional,Salina,KS,357.96,413.55,489
349,OWB,Owensboro Daviess County Regional,Owensboro,KY,131.52,151.95,478
350,ATY,Watertown Regional,Watertown,SD,407.17,470.41,469
351,PAH,Barkley Regional,Paducah,KY,489.4,565.41,446
352,JLN,Joplin Regional,Joplin,MO,408.76,472.24,430
353,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,408.6,472.06,393
354,JMS,Jamestown Regional,Jamestown,ND,417.7,482.58,388
355,LBL,Liberal Mid-America Regional,Liberal,KS,379.54,438.49,383
356,SHD,Shenandoah Valley Regional,Staunton,VA,467.9,540.58,373
357,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,446.75,516.14,372
358,BIH,Bishop Airport,Bishop,CA,383.6,443.18,338
359,YAK,Yakutat Airport,Yakutat,AK,493.77,570.47,330
360,HYS,Hays Regional,Hays,KS,425.76,491.89,327
361,CVN,Clovis Regional,Clovis,NM,483.04,558.06,326
362,DRT,Del Rio International,Del Rio,TX,377.58,436.23,320
363,DVL,Devils Lake Regional,Devils Lake,ND,467.44,540.04,315
364,DDC,Dodge City Regional,Dodge City,KS,346.99,400.88,297
365,WYS,Yellowstone,West Yellowstone,MT,286.82,331.37,287
366,BKW,Raleigh County Memorial,Beckley,WV,457.79,528.89,265
367,OGS,Ogdensburg International,Ogdensburg,NY,480.07,554.63,246
368,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,357.29,412.78,239
369,IPL,Imperial County,El Centro,CA,332.63,384.29,234
369,LWB,Greenbrier Valley,Lewisburg,WV,452.33,522.59,234
371,LEB,Lebanon Municipal,Lebanon-Hanover,NH,415.36,479.87,216
372,FOD,Fort Dodge Regional,Fort Dodge,IA,343.39,396.72,214
373,DUT,Unalaska Airport,Unalaska,AK,1073.25,1239.94,202
374,PUB,Pueblo Memorial,Pueblo,CO,336.71,389.01,193
375,CGI,Cape Girardeau Regional,Cape Girardeau,MO,414.8,479.23,191
376,MKG,Muskegon County,Muskegon,MI,370.17,427.67,188
376,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,349.43,403.7,188
378,MBL,Manistee County-Blacker,Manistee/Ludington,MI,372.31,430.14,178
379,GST,Gustavus Airport,Gustavus,AK,211.16,243.96,175
380,MCW,Mason City Municipal,Mason City,IA,362.9,419.26,173
381,AUG,Augusta State,Augusta/Waterville,ME,434.35,501.82,168
381,TEX,Telluride Regional,Telluride,CO,726.37,839.19,168
383,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,479.11,553.53,161
383,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,420.61,485.94,161
385,IWD,Gogebic-Iron County,Ironwood,MI,357.85,413.43,155
386,CEZ,Cortez Municipal,Cortez,CO,465.34,537.62,143
387,UIN,Quincy Regional-Baldwin Field,Quincy,IL,376.33,434.78,140
388,RKD,Knox County Regional,Rockland,ME,487.64,563.37,137
389,DUJ,DuBois Regional,DuBois,PA,317.23,366.51,134
390,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,355.66,410.9,123
391,RUT,Rutland - Southern Vermont Regional,Rutland,VT,389.39,449.87,120
391,ENA,Kenai Municipal,Kenai,AK,504.15,582.46,120
391,TUP,Tupelo Regional,Tupelo,MS,357.41,412.92,120
394,LNS,Lancaster Airport,Lancaster,PA,262.84,303.67,118
395,PVC,Provincetown Municipal,Provincetown,MA,627.07,724.46,116
396,PGA,Page Municipal,Page,AZ,422.57,488.2,109
397,AIA,Alliance Municipal,Alliance,NE,429.51,496.22,99
398,AOO,Altoona-Blair County,Altoona,PA,423.19,488.92,94
399,IRK,Kirksville Regional,Kirksville,MO,340.75,393.68,92
400,TVF,Thief River Falls Regional,Thief River Falls,MN,402.32,464.8,90
400,SDY,Sidney Richland Regional,Sidney,MT,438.43,506.52,90
402,HOM,Homer Airport,Homer,AK,479.79,554.31,89
403,MSL,Northwest Alabama Regional,Muscle Shoals,AL,370,427.47,87
404,GLH,Greenville Mid Delta,Greenville,MS,376.45,434.92,84
405,BFD,Bradford Regional,Bradford,PA,388.78,449.17,76
406,BKG,Branson Airport,Branson,MO,105.27,121.62,65
407,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,467,539.53,64
408,MCK,McCook Ben Nelson Regional,McCook,NE,446.82,516.21,62
409,VQS,Antonio Rivera Rodriguez,Vieques,PR,631.06,729.08,59
410,CDR,Chadron Municipal,Chadron,NE,416.85,481.6,57
411,ADK,Adak,Adak Island,AK,797.13,920.94,56
412,SOW,Show Low Regional,Show Low,AZ,462,533.76,54
413,MSS,Massena International-Richards Field,Massena,NY,380.13,439.17,53
414,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,442.89,511.67,52
415,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,390.5,451.15,44
415,HRO,Boone County,Harrison,AR,360.65,416.66,44
417,CNM,Cavern City Air Terminal,Carlsbad,NM,467.78,540.43,36
418,HOT,Memorial Field,Hot Springs,AR,250.7,289.64,34
418,MKK,Molokai,Hoolehua,HI,472.54,545.94,34
420,MKL,McKellar-Sipes Regional,Jackson,TN,362.55,418.85,32
421,VDZ,Valdez Pioneer Field,Valdez,AK,565,652.75,27
422,HVR,Havre City-County,Havre,MT,357.63,413.17,24
423,OLF,L. M. Clayton,Wolf Point,MT,770,889.59,21
424,GDV,Dawson Community,Glendive,MT,439.5,507.76,20
425,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,457.27,528.29,17
426,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,467.85,540.51,13
427,CPX,Benjamin Rivera Noriega,Culebra,PR,430.57,497.45,12
428,CDB,Cold Bay Airport,Cold Bay,AK,714.8,825.82,10
429,MCN,Middle Georgia Regional,Macon,GA,396.17,457.7,6
430,LNY,Lanai Airport,Lanai,HI,811,936.96,5
431,JHM,Kapalua Airport,Kapalua,HI,570,658.53,4
432,SDP,Sand Point,Sandpoint,AK,781.75,903.17,3
433,KSM,St. Mary's Airport,St. Mary's,AK,524,605.39,1
433,CEC,Jack McNamara Field,Crescent City,CA,328,378.94,1
433,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,146.09,168.78,1
436,SNP,St. Paul Island,St. Paul,AK,1281.33,1480.35, -   
436,OGD,Ogden-Hinckley,Ogden,UT,90.56,104.63, -   
436,MCE,Merced Yosemite Regional,Merced,CA,378.85,437.69, -   
436,HNM,Hana Airport,Hana,HI,1164,1344.79, -   
436,IPT,Williamsport Regional,Williamsport,PA,320.84,370.67, -   
436,MKT,Mankato Regional,Mankato,MN,239.44,276.63, -   
