2023 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2024),2023 Passengers (10% sample)
346,DEC,Decatur Airport,Decatur,IL,456.9,488.75,536
347,INL,Falls International Einarson Field,International Falls,MN,586.07,626.93,511
348,APN,Alpena County Regional,Alpena,MI,605.57,647.78,506
349,SLN,Salina Regional,Salina,KS,449.24,480.55,489
350,OWB,Owensboro Daviess County Regional,Owensboro,KY,163.26,174.65,478
351,ATY,Watertown Regional,Watertown,SD,536.28,573.66,469
352,PAH,Barkley Regional,Paducah,KY,531.42,568.46,446
353,JLN,Joplin Regional,Joplin,MO,536.41,573.8,430
354,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,492.62,526.96,393
355,JMS,Jamestown Regional,Jamestown,ND,506.08,541.36,388
356,LBL,Liberal Mid-America Regional,Liberal,KS,423.84,453.39,383
357,SHD,Shenandoah Valley Regional,Staunton,VA,523.19,559.66,373
358,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,536.08,573.45,372
359,BIH,Bishop Airport,Bishop,CA,361.65,386.86,338
360,YAK,Yakutat Airport,Yakutat,AK,502.6,537.64,330
361,HYS,Hays Regional,Hays,KS,532.86,570.01,327
362,CVN,Clovis Regional,Clovis,NM,619.43,662.61,326
363,DRT,Del Rio International,Del Rio,TX,432.78,462.95,320
364,DVL,Devils Lake Regional,Devils Lake,ND,524.23,560.77,315
365,DDC,Dodge City Regional,Dodge City,KS,417.7,446.82,297
366,WYS,Yellowstone,West Yellowstone,MT,397.62,425.34,287
367,BKW,Raleigh County Memorial,Beckley,WV,582.03,622.61,265
368,OGS,Ogdensburg International,Ogdensburg,NY,497.65,532.34,246
369,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,483.57,517.28,239
370,IPL,Imperial County,El Centro,CA,439.73,470.39,234
370,LWB,Greenbrier Valley,Lewisburg,WV,559.19,598.17,234
372,LEB,Lebanon Municipal,Lebanon-Hanover,NH,473.04,506.01,216
373,FOD,Fort Dodge Regional,Fort Dodge,IA,395.54,423.11,214
374,DUT,Unalaska Airport,Unalaska,AK,1433.86,1533.82,202
375,PUB,Pueblo Memorial,Pueblo,CO,405.25,433.49,193
376,CGI,Cape Girardeau Regional,Cape Girardeau,MO,487.15,521.11,191
377,MKG,Muskegon County,Muskegon,MI,445.98,477.07,188
377,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,416.47,445.51,188
379,MBL,Manistee County-Blacker,Manistee/Ludington,MI,407.04,435.41,178
380,GST,Gustavus Airport,Gustavus,AK,226.67,242.47,175
381,MCW,Mason City Municipal,Mason City,IA,399.21,427.04,173
382,AUG,Augusta State,Augusta/Waterville,ME,470.18,502.96,168
382,TEX,Telluride Regional,Telluride,CO,666.29,712.73,168
384,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,547.89,586.08,161
384,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,596.22,637.78,161
386,IWD,Gogebic-Iron County,Ironwood,MI,532.14,569.23,155
387,CEZ,Cortez Municipal,Cortez,CO,624.91,668.48,143
388,UIN,Quincy Regional-Baldwin Field,Quincy,IL,428.55,458.42,140
389,RKD,Knox County Regional,Rockland,ME,540.76,578.46,137
390,DUJ,DuBois Regional,DuBois,PA,465.08,497.5,134
391,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,415.67,444.64,123
392,RUT,Rutland - Southern Vermont Regional,Rutland,VT,457.37,489.25,120
392,ENA,Kenai Municipal,Kenai,AK,661.52,707.64,120
392,TUP,Tupelo Regional,Tupelo,MS,410.46,439.07,120
395,LNS,Lancaster Airport,Lancaster,PA,447.79,479.01,118
396,PVC,Provincetown Municipal,Provincetown,MA,537.38,574.84,116
397,BRL,Southeast Iowa Regional,Burlington,IA,440.37,471.06,110
398,PGA,Page Municipal,Page,AZ,448.6,479.87,109
399,AIA,Alliance Municipal,Alliance,NE,514.16,550,99
400,AOO,Altoona-Blair County,Altoona,PA,465.98,498.46,94
401,IRK,Kirksville Regional,Kirksville,MO,438.76,469.35,92
402,TVF,Thief River Falls Regional,Thief River Falls,MN,555.55,594.28,90
402,SDY,Sidney Richland Regional,Sidney,MT,545.51,583.54,90
404,HOM,Homer Airport,Homer,AK,787.4,842.29,89
405,MSL,Northwest Alabama Regional,Muscle Shoals,AL,542.97,580.83,87
406,GLH,Greenville Mid Delta,Greenville,MS,486.5,520.41,84
407,BFD,Bradford Regional,Bradford,PA,442.47,473.31,76
408,BKG,Branson Airport,Branson,MO,173.86,185.98,65
409,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,488.97,523.06,64
410,MCK,McCook Ben Nelson Regional,McCook,NE,510,545.55,62
411,VQS,Antonio Rivera Rodriguez,Vieques,PR,679.77,727.16,59
412,CDR,Chadron Municipal,Chadron,NE,447.35,478.54,57
413,ADK,Adak,Adak Island,AK,856.76,916.48,56
414,SOW,Show Low Regional,Show Low,AZ,572.93,612.87,54
415,MSS,Massena International-Richards Field,Massena,NY,472.07,504.98,53
416,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,459.66,491.7,52
417,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,565.24,604.64,44
417,HRO,Boone County,Harrison,AR,457.88,489.8,44
419,CNM,Cavern City Air Terminal,Carlsbad,NM,458.91,490.9,36
420,HOT,Memorial Field,Hot Springs,AR,475.56,508.71,34
420,MKK,Molokai,Hoolehua,HI,776.1,830.2,34
422,MKL,McKellar-Sipes Regional,Jackson,TN,436.71,467.16,32
423,VDZ,Valdez Pioneer Field,Valdez,AK,711.31,760.89,27
424,HVR,Havre City-County,Havre,MT,620.25,663.49,24
425,OLF,L. M. Clayton,Wolf Point,MT,586.13,626.98,21
426,GDV,Dawson Community,Glendive,MT,617.77,660.83,20
427,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,599.76,641.57,17
428,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,550.09,588.44,13
429,CPX,Benjamin Rivera Noriega,Culebra,PR,466.7,499.23,12
430,CDB,Cold Bay Airport,Cold Bay,AK,963.29,1030.44,10
431,JBR,Jonesboro Municipal,Jonesboro,AR,468,500.62,9
432,MCN,Middle Georgia Regional,Macon,GA,545.75,583.79,6
432,SGY,Skagway Airport,Skagway,AK,715.9,765.81,6
434,LNY,Lanai Airport,Lanai,HI,966.43,1033.8,5
435,JHM,Kapalua Airport,Kapalua,HI,766.83,820.29,4
436,SDP,Sand Point,Sandpoint,AK,1037,1109.29,3
437,HNH,Hoonah Airport,Hoonah,AK,354,378.68,2
437,HNS,Haines Airport,Haines,AK,314,335.89,2
439,ANI,Aniak Airport,Aniak,AK,1733,1853.81,1
439,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,136.38,145.88,1
439,KSM,St. Mary's Airport,St. Mary's,AK,986,1054.73,1
442,OGD,Ogden-Hinckley,Ogden,UT,109.16,116.77, -   
442,HNM,Hana Airport,Hana,HI,530,566.95, -   
442,MKT,Mankato Regional,Mankato,MN,286,305.94, -   
442,SNP,St. Paul Island,St. Paul,AK,993.67,1062.94, -   
